id,carat,cut,cut_ord,color,clarity,clarity_ord,price,retail_price,company_price,,Linear Regression model - provides an equation to use to predict the prices.,
29891,0.52,Ideal,5,F,VS2,5,1720,2166.26,649.878,,,
29892,1.51,Good,2,F,VVS2,6,14654,10474.83,3142.449,,,
29893,1.03,Ideal,5,F,SI2,2,3749,5094.89,1528.467,,,
29894,1.14,Premium,4,F,VVS1,7,10878,8132.22,2439.666,,,
29895,0.52,Premium,4,F,I1,1,870,192.16,57.648,,,
29896,1.13,Very Good,3,F,SI1,3,5481,6073.99,1822.197,,,
29897,0.3,Premium,4,G,VVS2,6,878,611.3,183.39,,,
29898,0.81,Very Good,3,H,SI1,3,2936,3381.83,1014.549,,,
29899,0.4,Premium,4,F,VVS1,7,1263,1906.6,571.98,,,
29900,0.4,Very Good,3,E,VS2,5,912,840.5,252.15,,,
29901,0.32,Ideal,5,G,VS2,5,720,483.66,145.098,,,
29902,0.58,Ideal,5,D,SI2,2,1356,1309.04,392.712,,,
29903,1.01,Ideal,5,F,VS2,5,6787,6288.63,1886.589,,,
29904,1.04,Premium,4,H,SI1,3,5154,5474.92,1642.476,,,
29905,0.27,Very Good,3,F,VS2,5,470,-253.19,-75.957,,,
29906,1.01,Very Good,3,E,SI1,3,5973,5064.43,1519.329,,,
29907,1.23,Ideal,5,F,SI2,2,4819,6777.49,2033.247,,,
29908,0.27,Ideal,5,H,VS2,5,397,63.01,18.903,,,
29909,1,Good,2,J,SI2,2,3234,4368.2,1310.46,,,
29910,0.72,Good,2,F,SI1,3,2563,2466.56,739.968,,,
29911,1.05,Very Good,3,F,SI2,2,4436,4946.95,1484.085,,,
29912,1.51,Premium,4,H,VS2,5,10548,10337.03,3101.109,,,
29913,0.7,Premium,4,H,VS1,4,2245,3068.5,920.55,,,
29914,0.7,Ideal,5,D,VVS2,6,5539,4134.6,1240.38,,,
29915,1.72,Premium,4,H,VS2,5,13122,12103.76,3631.128,,,
29916,1.2,Very Good,3,F,VVS2,6,10931,8024.9,2407.47,,,
29917,0.92,Premium,4,E,SI1,3,4637,4465.36,1339.608,,,
29918,0.37,Very Good,3,G,SI2,2,624,-773.89,-232.167,,,
29919,1.08,Ideal,5,H,VVS1,7,9041,7785.54,2335.662,,,
29920,0.72,Ideal,5,F,SI1,3,2440,2940.86,882.258,,,
29921,0.4,Premium,4,F,SI1,3,737,90.6,27.18,,,
29922,0.71,Ideal,5,E,SI1,3,2404,2856.73,857.019,,,
29923,0.3,Very Good,3,G,VVS2,6,878,453.2,135.96,,,
29924,0.73,Premium,4,H,VS2,5,2519,3774.89,1132.467,,,
29925,0.53,Ideal,5,F,VVS1,7,2830,3158.39,947.517,,,
29926,0.53,Ideal,5,G,VS1,4,1721,1796.39,538.917,,,
29927,0.9,Good,2,H,SI2,2,3348,3526.9,1058.07,,,
29928,1.03,Premium,4,E,SI2,2,4328,4936.79,1481.037,,,
29929,0.51,Premium,4,I,VVS2,6,1211,2378.03,713.409,,,
29930,1.34,Ideal,5,H,VS2,5,7429,9064.92,2719.476,,,
29931,0.37,Ideal,5,G,SI1,3,608,-3.69,-1.107,,,
29932,0.3,Ideal,5,H,VS1,4,526,-138.6,-41.58,,,
29933,1.28,Ideal,5,I,SI2,2,5719,7198.14,2159.442,,,
29934,0.73,Ideal,5,D,VS2,5,3182,3932.99,1179.897,,,
29935,0.9,Premium,4,G,VS1,4,4661,4751.1,1425.33,,,
29936,1,Fair,1,G,I1,1,2808,3756.1,1126.83,,,
29937,0.4,Very Good,3,E,VS2,5,912,840.5,252.15,,,
29938,0.3,Premium,4,D,SI2,2,447,-1204.7,-361.41,,,
29939,0.9,Premium,4,I,SI1,3,3276,4297.1,1289.13,,,
29940,1.06,Ideal,5,G,VS2,5,6890,6709.28,2012.784,,,
29941,1,Very Good,3,G,VVS2,6,7215,6342.3,1902.69,,,
29942,0.33,Very Good,3,G,SI2,2,434,-1110.41,-333.123,,,
29943,0.52,Very Good,3,F,VVS2,6,2079,2304.06,691.218,,,
29944,1.01,Good,2,E,SI1,3,4546,4906.33,1471.899,,,
29945,1.06,Ideal,5,I,VS2,5,4530,6709.28,2012.784,,,
29946,2,Very Good,3,E,SI2,2,16380,12939.3,3881.79,,,
29947,0.54,Ideal,5,H,IF,8,2096,3696.52,1108.956,,,
29948,1.5,Very Good,3,H,VS2,5,10558,10094.8,3028.44,,,
29949,0.33,Premium,4,G,VS2,5,743,409.69,122.907,,,
29950,0.76,Premium,4,E,SI1,3,2897,3119.28,935.784,,,
29951,1.01,Very Good,3,H,SI1,3,4868,5064.43,1519.329,,,
29952,0.3,Good,2,I,SI2,2,351,-1520.9,-456.27,,,
29953,0.7,Ideal,5,I,VS1,4,2469,3226.6,967.98,,,
29954,2.02,Ideal,5,G,SI2,2,18296,13423.76,4027.128,,,
29955,0.4,Very Good,3,J,VS2,5,596,840.5,252.15,,,
29956,1.28,Ideal,5,G,SI2,2,5995,7198.14,2159.442,,,
29957,1,Ideal,5,G,VS1,4,6465,5750.5,1725.15,,,
29958,1.01,Good,2,F,SI1,3,4899,4906.33,1471.899,,,
29959,0.23,Very Good,3,E,VVS1,7,472,318.29,95.487,,,
29960,0.51,Ideal,5,G,VS2,5,1438,2082.13,624.639,,,
29961,1.56,Ideal,5,G,SI1,3,11522,10007.78,3002.334,,,
29962,1,Good,2,F,VS1,4,6552,5276.2,1582.86,,,
29963,1.14,Ideal,5,I,VS1,4,7038,6928.32,2078.496,,,
29964,1,Very Good,3,F,SI1,3,4704,4980.3,1494.09,,,
29965,1.26,Premium,4,D,VS2,5,9720,8233.78,2470.134,,,
29966,1.51,Good,2,I,VS1,4,8975,9566.83,2870.049,,,
29967,1.51,Premium,4,H,SI1,3,10274,9429.03,2828.709,,,
29968,0.5,Ideal,5,G,VVS2,6,1935,2452,735.6,,,
29969,1.51,Good,2,E,SI1,3,10088,9112.83,2733.849,,,
29970,0.59,Good,2,G,VS1,4,1910,1826.87,548.061,,,
29971,0.41,Ideal,5,J,VS1,4,647,786.83,236.049,,,
29972,0.56,Ideal,5,H,VVS1,7,1929,3410.78,1023.234,,,
29973,1.03,Very Good,3,H,VS2,5,5620,6140.69,1842.207,,,
29974,0.31,Premium,4,G,VS1,4,802,-212.57,-63.771,,,
29975,0.7,Ideal,5,F,SI1,3,2840,2772.6,831.78,,,
29976,0.5,Very Good,3,F,VS2,5,1436,1681.8,504.54,,,
29977,0.31,Premium,4,G,VS2,5,605,241.43,72.429,,,
29978,0.7,Premium,4,F,SI1,3,2196,2614.5,784.35,,,
29979,0.9,Good,2,H,SI1,3,3447,3980.9,1194.27,,,
29980,1.53,Good,2,I,SI2,2,6238,8827.09,2648.127,,,
29981,0.3,Very Good,3,G,VS1,4,620,-454.8,-136.44,,,
29982,1.06,Premium,4,G,VVS1,7,8319,7459.18,2237.754,,,
29983,0.27,Very Good,3,G,VS1,4,439,-707.19,-212.157,,,
29984,1.31,Premium,4,I,SI1,3,5869,7746.43,2323.929,,,
29985,0.52,Ideal,5,E,SI1,3,1737,1258.26,377.478,,,
29986,1.75,Ideal,5,I,VS2,5,12531,12514.25,3754.275,,,
29987,0.9,Very Good,3,G,SI1,3,4320,4139,1241.7,,,
29988,1.52,Ideal,5,D,VS2,5,12392,10579.26,3173.778,,,
29989,2.01,Premium,4,G,VS2,5,17987,14543.53,4363.059,,,
29990,0.41,Ideal,5,D,VS2,5,1007,1240.83,372.249,,,
29991,0.71,Ideal,5,I,SI1,3,2660,2856.73,857.019,,,
29992,1.51,Premium,4,G,VS1,4,12831,9883.03,2964.909,,,
29993,1.02,Good,2,G,VS2,5,5816,5898.46,1769.538,,,
29994,1.17,Ideal,5,I,SI1,3,6405,6726.71,2018.013,,,
29995,0.33,Ideal,5,H,VS2,5,521,567.79,170.337,,,
29996,1.39,Premium,4,F,SI1,3,8631,8419.47,2525.841,,,
29997,1.7,Ideal,5,I,SI1,3,10520,11185.6,3355.68,,,
29998,0.7,Very Good,3,E,SI1,3,2753,2456.4,736.92,,,
29999,0.31,Ideal,5,H,VVS1,7,907,1307.53,392.259,,,
30000,1.26,Very Good,3,J,SI1,3,4989,7167.68,2150.304,,,
30001,1.21,Very Good,3,I,VVS2,6,6653,8109.03,2432.709,,,
30002,1.02,Very Good,3,F,VS1,4,7682,5602.56,1680.768,,,
30003,1.26,Very Good,3,F,SI2,2,5998,6713.68,2014.104,,,
30004,0.71,Ideal,5,E,SI1,3,2494,2856.73,857.019,,,
30005,0.5,Ideal,5,E,VS1,4,1759,1544,463.2,,,
30006,1.05,Very Good,3,I,SI1,3,4688,5400.95,1620.285,,,
30007,0.3,Premium,4,D,VS2,5,911,157.3,47.19,,,
30008,0.3,Ideal,5,H,VVS1,7,665,1223.4,367.02,,,
30009,0.3,Ideal,5,E,VS2,5,658,315.4,94.62,,,
30010,1.51,Ideal,5,H,SI1,3,9569,9587.13,2876.139,,,
30011,0.54,Very Good,3,D,SI1,3,1662,1110.32,333.096,,,
30012,1.18,Premium,4,F,VS1,4,9648,7106.74,2132.022,,,
30013,1.13,Fair,1,J,SI1,3,4123,5757.79,1727.337,,,
30014,0.5,Premium,4,G,SI2,2,1121,477.9,143.37,,,
30015,0.34,Premium,4,E,SI1,3,596,-414.18,-124.254,,,
30016,0.3,Ideal,5,H,VVS2,6,605,769.4,230.82,,,
30017,0.31,Ideal,5,H,VVS2,6,625,853.53,256.059,,,
30018,1.2,Premium,4,F,VS1,4,8669,7275,2182.5,,,
30019,2.51,Premium,4,H,SI2,2,14543,17388.03,5216.409,,,
30020,1.5,Premium,4,I,SI2,2,6132,8890.9,2667.27,,,
30021,1.2,Ideal,5,H,VS1,4,8852,7433.1,2229.93,,,
30022,1.53,Ideal,5,F,SI1,3,11999,9755.39,2926.617,,,
30023,0.4,Ideal,5,G,SI2,2,648,-205.3,-61.59,,,
30024,1.01,Very Good,3,H,SI1,3,4836,5064.43,1519.329,,,
30025,2.01,Ideal,5,I,VS1,4,17068,14247.63,4274.289,,,
30026,1.38,Premium,4,G,VS1,4,10850,8789.34,2636.802,,,
30027,0.4,Premium,4,E,VS2,5,949,998.6,299.58,,,
30028,1.02,Good,2,H,SI1,3,4476,4990.46,1497.138,,,
30029,1.02,Very Good,3,F,VS2,5,6479,6056.56,1816.968,,,
30030,0.71,Ideal,5,D,VVS2,6,3856,4218.73,1265.619,,,
30031,1.47,Premium,4,J,VS2,5,7203,10000.51,3000.153,,,
30032,0.3,Ideal,5,D,SI1,3,709,-592.6,-177.78,,,
30033,0.5,Fair,1,G,VVS2,6,1791,1819.6,545.88,,,
30034,0.34,Ideal,5,I,SI1,3,589,-256.08,-76.824,,,
30035,1.55,Premium,4,H,VS2,5,11738,10673.55,3202.065,,,
30036,1.02,Good,2,D,SI2,2,4633,4536.46,1360.938,,,
30037,0.41,Ideal,5,F,VS1,4,1076,786.83,236.049,,,
30038,1.21,Ideal,5,D,VVS2,6,12657,8425.23,2527.569,,,
30039,0.68,Very Good,3,G,VS1,4,2114,2742.14,822.642,,,
30040,0.3,Premium,4,D,SI1,3,552,-750.7,-225.21,,,
30041,0.43,Good,2,D,SI2,2,669,-427.21,-128.163,,,
30042,1.02,Premium,4,H,SI2,2,3313,4852.66,1455.798,,,
30043,2.08,Premium,4,I,SI2,2,14047,13770.44,4131.132,,,
30044,0.43,Ideal,5,H,SI1,3,669,501.09,150.327,,,
30045,0.31,Very Good,3,D,SI1,3,732,-824.67,-247.401,,,
30046,2.01,Very Good,3,J,SI1,3,14125,13477.43,4043.229,,,
30047,2.09,Very Good,3,I,SI2,2,13500,13696.47,4108.941,,,
30048,0.3,Very Good,3,G,SI1,3,447,-908.8,-272.64,,,
30049,0.54,Ideal,5,F,VS2,5,1621,2334.52,700.356,,,
30050,1.01,Good,2,F,SI1,3,4339,4906.33,1471.899,,,
30051,0.42,Ideal,5,D,VVS2,6,1326,1778.96,533.688,,,
30052,1.52,Premium,4,H,SI2,2,7764,9059.16,2717.748,,,
30053,1.04,Premium,4,I,SI1,3,4368,5474.92,1642.476,,,
30054,0.3,Very Good,3,D,SI2,2,447,-1362.8,-408.84,,,
30055,1.74,Premium,4,J,SI2,2,8690,10910.02,3273.006,,,
30056,0.3,Good,2,J,VS1,4,394,-612.9,-183.87,,,
30057,0.41,Ideal,5,H,VVS1,7,1043,2148.83,644.649,,,
30058,0.35,Premium,4,F,SI1,3,583,-330.05,-99.015,,,
30059,1.5,Good,2,H,SI1,3,8112,9028.7,2708.61,,,
30060,0.7,Fair,1,D,SI2,2,1806,1686.2,505.86,,,
30061,0.73,Ideal,5,D,SI2,2,2770,2570.99,771.297,,,
30062,0.4,Good,2,J,VS1,4,567,228.4,68.52,,,
30063,0.31,Premium,4,G,IF,8,924,1603.43,481.029,,,
30064,0.38,Premium,4,H,VS1,4,766,376.34,112.902,,,
30065,1.13,Ideal,5,H,I1,1,3678,5482.19,1644.657,,,
30066,0.5,Ideal,5,G,VVS1,7,1883,2906,871.8,,,
30067,1.5,Good,2,G,SI2,2,7216,8574.7,2572.41,,,
30068,1.5,Fair,1,E,SI1,3,11128,8870.6,2661.18,,,
30069,0.42,Ideal,5,F,VS1,4,1103,870.96,261.288,,,
30070,1.51,Very Good,3,E,SI1,3,11565,9270.93,2781.279,,,
30071,1.01,Premium,4,F,SI2,2,3897,4768.53,1430.559,,,
30072,0.32,Ideal,5,D,SI1,3,756,-424.34,-127.302,,,
30073,0.62,Good,2,D,VS2,5,2288,2533.26,759.978,,,
30074,0.3,Good,2,G,VS1,4,605,-612.9,-183.87,,,
30075,0.64,Ideal,5,D,SI1,3,1967,2267.82,680.346,,,
30076,0.5,Very Good,3,F,VVS2,6,2041,2135.8,640.74,,,
30077,1.22,Premium,4,I,SI2,2,4735,6535.26,1960.578,,,
30078,0.51,Ideal,5,E,SI1,3,1443,1174.13,352.239,,,
30079,0.76,Ideal,5,F,SI1,3,2719,3277.38,983.214,,,
30080,0.7,Ideal,5,D,SI1,3,2612,2772.6,831.78,,,
30081,0.39,Very Good,3,F,VS1,4,971,302.37,90.711,,,
30082,0.5,Fair,1,F,I1,1,713,-450.4,-135.12,,,
30083,0.31,Ideal,5,F,VVS1,7,815,1307.53,392.259,,,
30084,0.77,Good,2,F,VS1,4,3393,3341.21,1002.363,,,
30085,0.3,Very Good,3,D,SI2,2,447,-1362.8,-408.84,,,
30086,1.57,Fair,1,H,VS1,4,8133,9913.51,2974.053,,,
30087,0.3,Premium,4,I,SI1,3,506,-750.7,-225.21,,,
30088,0.52,Ideal,5,D,VS2,5,1919,2166.26,649.878,,,
30089,0.7,Very Good,3,I,VS2,5,2316,3364.4,1009.32,,,
30090,0.31,Ideal,5,F,VVS2,6,759,853.53,256.059,,,
30091,0.43,Very Good,3,G,VVS1,7,1207,2000.89,600.267,,,
30092,0.36,Premium,4,E,SI1,3,810,-245.92,-73.776,,,
30093,0.63,Good,2,I,VS2,5,1440,2617.39,785.217,,,
30094,1.7,Ideal,5,H,VS1,4,13823,11639.6,3491.88,,,
30095,0.7,Premium,4,E,VS2,5,2822,3522.5,1056.75,,,
30096,0.36,Ideal,5,E,VS1,4,753,366.18,109.854,,,
30097,1.1,Premium,4,E,SI2,2,5174,5525.7,1657.71,,,
30098,1.01,Good,2,F,VS1,4,6626,5360.33,1608.099,,,
30099,0.38,Premium,4,G,VS2,5,983,830.34,249.102,,,
30100,0.32,Ideal,5,G,IF,8,918,1845.66,553.698,,,
30101,0.32,Premium,4,I,VS1,4,505,-128.44,-38.532,,,
30102,1.15,Premium,4,E,SI2,2,4250,5946.35,1783.905,,,
30103,0.51,Ideal,5,G,SI1,3,1237,1174.13,352.239,,,
30104,0.71,Very Good,3,E,VS2,5,2830,3448.53,1034.559,,,
30105,0.72,Ideal,5,G,VS2,5,3344,3848.86,1154.658,,,
30106,0.33,Premium,4,G,VS2,5,743,409.69,122.907,,,
30107,0.26,Ideal,5,D,VS1,4,452,-475.12,-142.536,,,
30108,0.98,Premium,4,F,SI2,2,3485,4516.14,1354.842,,,
30109,0.79,Ideal,5,E,SI1,3,2946,3529.77,1058.931,,,
30110,0.7,Premium,4,H,VS2,5,2330,3522.5,1056.75,,,
30111,1.23,Premium,4,F,VS2,5,8855,7981.39,2394.417,,,
30112,0.75,Very Good,3,F,SI1,3,2347,2877.05,863.115,,,
30113,1.01,Very Good,3,E,SI1,3,6268,5064.43,1519.329,,,
30114,0.56,Ideal,5,G,VVS2,6,2148,2956.78,887.034,,,
30115,0.7,Premium,4,G,SI1,3,2352,2614.5,784.35,,,
30116,1.09,Very Good,3,G,VS1,4,7281,6191.47,1857.441,,,
30117,0.32,Premium,4,E,SI2,2,449,-1036.44,-310.932,,,
30118,0.72,Ideal,5,H,SI2,2,1814,2486.86,746.058,,,
30119,1.5,Fair,1,F,VS2,5,13853,9778.6,2933.58,,,
30120,0.93,Premium,4,D,SI1,3,3812,4549.49,1364.847,,,
30121,1,Premium,4,F,SI1,3,4234,5138.4,1541.52,,,
30122,1.23,Ideal,5,H,SI2,2,6088,6777.49,2033.247,,,
30123,0.4,Premium,4,G,VVS2,6,982,1452.6,435.78,,,
30124,1.24,Ideal,5,F,VS2,5,9478,8223.62,2467.086,,,
30125,0.31,Ideal,5,E,VVS1,7,924,1307.53,392.259,,,
30126,0.79,Ideal,5,G,SI1,3,2898,3529.77,1058.931,,,
30127,1.08,Premium,4,I,SI2,2,3750,5357.44,1607.232,,,
30128,1.5,Good,2,E,SI2,2,9072,8574.7,2572.41,,,
30129,1.01,Ideal,5,G,SI2,2,4327,4926.63,1477.989,,,
30130,0.78,Ideal,5,G,SI2,2,2561,2991.64,897.492,,,
30131,1.25,Ideal,5,H,SI1,3,6661,7399.75,2219.925,,,
30132,1.22,Premium,4,J,VS1,4,5910,7443.26,2232.978,,,
30133,0.31,Ideal,5,I,SI1,3,408,-508.47,-152.541,,,
30134,0.61,Premium,4,G,VS1,4,2192,2311.33,693.399,,,
30135,0.42,Ideal,5,I,VVS2,6,862,1778.96,533.688,,,
30136,0.41,Ideal,5,J,VS2,5,587,1240.83,372.249,,,
30137,0.25,Good,2,D,VVS2,6,462,-125.55,-37.665,,,
30138,1.52,Ideal,5,F,SI2,2,10129,9217.26,2765.178,,,
30139,0.45,Premium,4,I,SI1,3,941,511.25,153.375,,,
30140,0.72,Premium,4,E,SI2,2,2320,2328.76,698.628,,,
30141,0.32,Ideal,5,F,VS1,4,716,29.66,8.898,,,
30142,0.75,Ideal,5,D,SI2,2,2773,2739.25,821.775,,,
30143,0.33,Very Good,3,E,SI1,3,579,-656.41,-196.923,,,
30144,0.31,Ideal,5,H,VVS1,7,707,1307.53,392.259,,,
30145,0.7,Ideal,5,H,VVS2,6,2644,4134.6,1240.38,,,
30146,0.3,Very Good,3,H,VVS1,7,819,907.2,272.16,,,
30147,0.3,Premium,4,F,SI1,3,641,-750.7,-225.21,,,
30148,0.9,Premium,4,E,SI1,3,4209,4297.1,1289.13,,,
30149,1.02,Premium,4,E,VS2,5,6580,6214.66,1864.398,,,
30150,0.78,Ideal,5,G,VS2,5,3325,4353.64,1306.092,,,
30151,0.3,Premium,4,F,IF,8,846,1519.3,455.79,,,
30152,0.5,Very Good,3,I,VVS1,7,1448,2589.8,776.94,,,
30153,0.91,Ideal,5,I,SI1,3,3574,4539.33,1361.799,,,
30154,0.23,Very Good,3,G,VS2,5,369,-589.71,-176.913,,,
30155,0.71,Ideal,5,F,SI1,3,2669,2856.73,857.019,,,
30156,0.96,Fair,1,H,I1,1,1773,3419.58,1025.874,,,
30157,0.71,Premium,4,D,VS1,4,3479,3152.63,945.789,,,
30158,0.3,Ideal,5,I,VVS2,6,529,769.4,230.82,,,
30159,0.75,Very Good,3,E,SI2,2,2383,2423.05,726.915,,,
30160,0.44,Premium,4,F,VS1,4,1081,881.12,264.336,,,
30161,0.9,Ideal,5,E,VS2,5,4788,5363.2,1608.96,,,
30162,1.03,Ideal,5,E,SI1,3,5710,5548.89,1664.667,,,
30163,0.7,Ideal,5,F,SI1,3,2806,2772.6,831.78,,,
30164,0.9,Very Good,3,E,SI2,2,3924,3685,1105.5,,,
30165,0.54,Very Good,3,D,VS1,4,2016,1564.32,469.296,,,
30166,0.32,Ideal,5,E,SI1,3,559,-424.34,-127.302,,,
30167,1.21,Fair,1,J,SI2,2,3984,5976.83,1793.049,,,
30168,1.02,Premium,4,F,SI2,2,4398,4852.66,1455.798,,,
30169,0.38,Ideal,5,D,VS1,4,1067,534.44,160.332,,,
30170,0.31,Premium,4,E,SI1,3,698,-666.57,-199.971,,,
30171,1,Premium,4,F,SI2,2,4340,4684.4,1405.32,,,
30172,0.52,Ideal,5,D,VS2,5,1822,2166.26,649.878,,,
30173,0.27,Very Good,3,E,SI1,3,407,-1161.19,-348.357,,,
30174,0.4,Very Good,3,G,VVS1,7,1066,1748.5,524.55,,,
30175,0.35,Ideal,5,E,VVS1,7,1116,1644.05,493.215,,,
30176,0.32,Very Good,3,I,VS2,5,576,167.46,50.238,,,
30177,1.14,Premium,4,G,SI1,3,5326,6316.22,1894.866,,,
30178,0.51,Ideal,5,D,SI2,2,1383,720.13,216.039,,,
30179,0.8,Premium,4,H,SI1,3,2553,3455.8,1036.74,,,
30180,1.21,Fair,1,F,SI2,2,5028,5976.83,1793.049,,,
30181,0.3,Ideal,5,H,SI1,3,465,-592.6,-177.78,,,
30182,1.54,Good,2,I,VS1,4,10349,9819.22,2945.766,,,
30183,0.76,Ideal,5,E,SI2,2,2680,2823.38,847.014,,,
30184,1.72,Premium,4,H,VS2,5,13486,12103.76,3631.128,,,
30185,0.41,Ideal,5,F,VS2,5,863,1240.83,372.249,,,
30186,0.4,Ideal,5,D,VS2,5,1125,1156.7,347.01,,,
30187,2.41,Ideal,5,I,SI2,2,16987,16704.83,5011.449,,,
30188,0.73,Ideal,5,I,VS2,5,3438,3932.99,1179.897,,,
30189,0.36,Very Good,3,I,SI1,3,624,-404.02,-121.206,,,
30190,0.39,Premium,4,G,VS2,5,787,914.47,274.341,,,
30191,0.57,Ideal,5,F,SI1,3,1571,1678.91,503.673,,,
30192,0.5,Very Good,3,E,VS2,5,1407,1681.8,504.54,,,
30193,0.71,Very Good,3,F,SI1,3,2346,2540.53,762.159,,,
30194,1.42,Ideal,5,F,VVS1,7,18682,10645.96,3193.788,,,
30195,1.07,Premium,4,H,SI1,3,5123,5727.31,1718.193,,,
30196,0.38,Ideal,5,F,VVS1,7,1257,1896.44,568.932,,,
30197,1.2,Very Good,3,F,SI1,3,6985,6662.9,1998.87,,,
30198,1.24,Ideal,5,J,VS2,5,5443,8223.62,2467.086,,,
30199,1.4,Ideal,5,F,VVS1,7,16808,10477.7,3143.31,,,
30200,0.29,Very Good,3,D,VVS2,6,664,369.07,110.721,,,
30201,0.77,Very Good,3,I,VS1,4,2501,3499.31,1049.793,,,
30202,0.3,Ideal,5,F,IF,8,886,1677.4,503.22,,,
30203,1.01,Good,2,E,I1,1,3484,3998.33,1199.499,,,
30204,1.02,Premium,4,G,SI1,3,4633,5306.66,1591.998,,,
30205,0.25,Very Good,3,F,VS1,4,480,-875.45,-262.635,,,
30206,0.3,Ideal,5,G,VVS2,6,878,769.4,230.82,,,
30207,2,Very Good,3,E,SI2,2,15864,12939.3,3881.79,,,
30208,0.41,Ideal,5,D,SI1,3,791,332.83,99.849,,,
30209,2.02,Good,2,E,SI2,2,18236,12949.46,3884.838,,,
30210,0.34,Ideal,5,D,SI1,3,803,-256.08,-76.824,,,
30211,1.07,Ideal,5,E,VVS2,6,10288,7247.41,2174.223,,,
30212,0.71,Good,2,H,SI1,3,2156,2382.43,714.729,,,
30213,0.51,Ideal,5,I,SI1,3,984,1174.13,352.239,,,
30214,0.91,Very Good,3,H,VVS2,6,4143,5585.13,1675.539,,,
30215,1.06,Ideal,5,H,VVS2,6,6698,7163.28,2148.984,,,
30216,0.7,Good,2,F,SI2,2,2390,1844.3,553.29,,,
30217,0.9,Good,2,I,VS1,4,3398,4434.9,1330.47,,,
30218,0.92,Ideal,5,E,SI2,2,4871,4169.46,1250.838,,,
30219,1.1,Premium,4,H,SI1,3,5476,5979.7,1793.91,,,
30220,1.11,Premium,4,H,VS1,4,4687,6517.83,1955.349,,,
30221,2.24,Very Good,3,H,SI2,2,16077,14958.42,4487.526,,,
30222,0.32,Ideal,5,E,VS1,4,972,29.66,8.898,,,
30223,0.97,Ideal,5,D,SI1,3,5028,5044.11,1513.233,,,
30224,0.36,Premium,4,E,VS2,5,1013,662.08,198.624,,,
30225,0.51,Very Good,3,D,SI1,3,1562,857.93,257.379,,,
30226,0.71,Ideal,5,H,VS1,4,2209,3310.73,993.219,,,
30227,1.07,Fair,1,E,SI2,2,4496,4799.01,1439.703,,,
30228,0.31,Ideal,5,F,IF,8,1122,1761.53,528.459,,,
30229,0.5,Ideal,5,D,SI2,2,1239,636,190.8,,,
30230,0.78,Ideal,5,G,SI1,3,2496,3445.64,1033.692,,,
30231,1.82,Premium,4,G,SI2,2,12081,11583.06,3474.918,,,
30232,0.41,Ideal,5,F,VVS1,7,1295,2148.83,644.649,,,
30233,0.76,Ideal,5,I,VVS1,7,2753,5093.38,1528.014,,,
30234,1.51,Fair,1,H,SI2,2,5919,8500.73,2550.219,,,
30235,0.79,Premium,4,F,SI2,2,2555,2917.67,875.301,,,
30236,0.75,Premium,4,J,SI2,2,1588,2581.15,774.345,,,
30237,1.23,Ideal,5,I,VVS2,6,7299,8593.49,2578.047,,,
30238,0.3,Very Good,3,D,VS2,5,710,-0.8,-0.24,,,
30239,1.62,Ideal,5,F,SI1,3,12712,10512.56,3153.768,,,
30240,0.78,Ideal,5,E,SI1,3,3345,3445.64,1033.692,,,
30241,0.7,Very Good,3,I,SI1,3,1856,2456.4,736.92,,,
30242,0.34,Premium,4,F,VVS2,6,928,947.82,284.346,,,
30243,0.35,Ideal,5,I,VS1,4,552,282.05,84.615,,,
30244,1.52,Good,2,E,I1,1,3105,8288.96,2486.688,,,
30245,2.02,Ideal,5,H,VS2,5,18050,14785.76,4435.728,,,
30246,0.25,Very Good,3,E,IF,8,633,940.55,282.165,,,
30247,2,Premium,4,H,SI1,3,18371,13551.4,4065.42,,,
30248,1.5,Ideal,5,E,SI1,3,9828,9503,2850.9,,,
30249,1,Good,2,F,VVS2,6,8079,6184.2,1855.26,,,
30250,0.7,Ideal,5,H,SI1,3,2815,2772.6,831.78,,,
30251,0.32,Premium,4,G,SI2,2,540,-1036.44,-310.932,,,
30252,0.47,Ideal,5,G,SI2,2,784,383.61,115.083,,,
30253,2.01,Very Good,3,H,SI2,2,16140,13023.43,3907.029,,,
30254,0.65,Premium,4,G,VVS1,7,2510,4009.85,1202.955,,,
30255,1,Very Good,3,F,VS2,5,6701,5888.3,1766.49,,,
30256,0.5,Very Good,3,G,SI1,3,1133,773.8,232.14,,,
30257,1.07,Very Good,3,G,VS2,5,7611,6477.21,1943.163,,,
30258,1.6,Ideal,5,G,VS1,4,9856,10798.3,3239.49,,,
30259,1,Good,2,G,VS1,4,6465,5276.2,1582.86,,,
30260,1.01,Ideal,5,G,SI1,3,5555,5380.63,1614.189,,,
30261,0.7,Very Good,3,I,VS1,4,2304,2910.4,873.12,,,
30262,1.21,Premium,4,F,VS1,4,9279,7359.13,2207.739,,,
30263,1.02,Very Good,3,E,VVS2,6,8745,6510.56,1953.168,,,
30264,0.39,Ideal,5,G,VS1,4,853,618.57,185.571,,,
30265,0.59,Ideal,5,D,SI1,3,1694,1847.17,554.151,,,
30266,0.71,Ideal,5,F,VS1,4,3710,3310.73,993.219,,,
30267,2.02,Very Good,3,I,VS2,5,17581,14469.56,4340.868,,,
30268,1.53,Premium,4,D,SI1,3,10907,9597.29,2879.187,,,
30269,1.3,Premium,4,F,SI2,2,6261,7208.3,2162.49,,,
