id,carat,cut,cut_ord,color,clarity,clarity_ord,retail_price,company_price,retail_price_if_1_carat_more,diff_btwn_carats,carat_squared,,Linear Regression model - provides an equation to use to predict the prices.,,,,,,,"1.    According to the model, if a diamond is 1 carat heavier than another with the same cut, how much more should I expect to pay? Why?"
1627,0.9,Very Good,3,H,SI2,2,3685,1105.5,12098,8413,-479.0435812,,,,,,,,,
1635,0.9,Premium,4,E,SI1,3,4297.1,1289.13,12710.1,8413,133.0564188,,,,,,,,,
1765,0.9,Good,2,F,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
1782,0.9,Ideal,5,H,SI1,3,4455.2,1336.56,12868.2,8413,291.1564188,,,,,,,,,
1795,0.9,Ideal,5,H,SI2,2,4001.2,1200.36,12414.2,8413,-162.8435812,,,,,,,,,
1848,0.9,Ideal,5,G,VVS1,7,6271.2,1881.36,14684.2,8413,2107.156419,,,,,,,,,
1914,0.9,Good,2,H,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
1960,0.9,Very Good,3,F,VS1,4,4593,1377.9,13006,8413,428.9564188,,,,,,,,,
2004,0.9,Good,2,D,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
2012,0.9,Good,2,D,VS2,5,4888.9,1466.67,13301.9,8413,724.8564188,,,,,,,,,
2025,0.9,Very Good,3,E,SI1,3,4139,1241.7,12552,8413,-25.04358117,,,,,,,,,
2062,0.9,Ideal,5,G,SI1,3,4455.2,1336.56,12868.2,8413,291.1564188,,,,,,,,,
2067,0.9,Fair,1,H,VS2,5,4730.8,1419.24,13143.8,8413,566.7564188,,,,,,,,,
2123,0.9,Premium,4,E,SI1,3,4297.1,1289.13,12710.1,8413,133.0564188,,,,,,,,,
2250,0.9,Good,2,I,SI2,2,3526.9,1058.07,11939.9,8413,-637.1435812,,,,,,,,,
2320,0.9,Premium,4,H,SI1,3,4297.1,1289.13,12710.1,8413,133.0564188,,,,,,,,,
2355,0.9,Very Good,3,H,VS1,4,4593,1377.9,13006,8413,428.9564188,,,,,,,,,
2417,0.9,Good,2,E,SI2,2,3526.9,1058.07,11939.9,8413,-637.1435812,,,,,,,,,
2424,0.9,Very Good,3,D,SI2,2,3685,1105.5,12098,8413,-479.0435812,,,,,,,,,
2519,0.9,Very Good,3,I,SI1,3,4139,1241.7,12552,8413,-25.04358117,,,,,,,,,
2539,0.9,Good,2,F,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
2560,0.9,Very Good,3,G,SI2,2,3685,1105.5,12098,8413,-479.0435812,,,,,,,,,
2572,0.9,Premium,4,E,SI1,3,4297.1,1289.13,12710.1,8413,133.0564188,,,,,,,,,
2607,0.9,Premium,4,H,VS2,5,5205.1,1561.53,13618.1,8413,1041.056419,,,,,,,,,
2634,0.9,Premium,4,H,VS1,4,4751.1,1425.33,13164.1,8413,587.0564188,,,,,,,,,
2678,0.9,Fair,1,E,I1,1,2914.8,874.44,11327.8,8413,-1249.243581,,,,,,,,,
2684,0.9,Ideal,5,J,SI1,3,4455.2,1336.56,12868.2,8413,291.1564188,,,,,,,,,
2738,0.9,Very Good,3,E,VS1,4,4593,1377.9,13006,8413,428.9564188,,,,,,,,,
2788,0.9,Very Good,3,F,SI2,2,3685,1105.5,12098,8413,-479.0435812,,,,,,,,,
2795,0.9,Ideal,5,G,VVS1,7,6271.2,1881.36,14684.2,8413,2107.156419,,,,,,,,,
2804,0.9,Ideal,5,G,SI1,3,4455.2,1336.56,12868.2,8413,291.1564188,,,,,,,,,
2814,0.9,Good,2,G,SI1,3,3980.9,1194.27,12393.9,8413,-183.1435812,,,,,,,,,
2863,0.9,Premium,4,J,SI1,3,4297.1,1289.13,12710.1,8413,133.0564188,,,,,,,,,
2875,0.9,Very Good,3,F,SI1,3,4139,1241.7,12552,8413,-25.04358117,,,,,,,,,
2901,0.9,Ideal,5,E,SI1,3,4455.2,1336.56,12868.2,8413,291.1564188,,,,,,,,,
250,0.91,Good,2,G,SI2,2,3611.03,1083.309,12024.03,8413,-314.8302568,,,,,,,,,
251,0.91,Premium,4,G,SI2,2,3927.23,1178.169,12340.23,8413,1.369743233,,,,,,,,,
276,0.91,Premium,4,F,SI2,2,3927.23,1178.169,12340.23,8413,1.369743233,,,,,,,,,
350,0.91,Very Good,3,D,SI1,3,4223.13,1266.939,12636.13,8413,297.2697432,,,,,,,,,
457,0.91,Premium,4,G,SI1,3,4381.23,1314.369,12794.23,8413,455.3697432,,,,,,,,,
524,0.91,Very Good,3,G,VS1,4,4677.13,1403.139,13090.13,8413,751.2697432,,,,,,,,,
582,0.91,Ideal,5,J,VS1,4,4993.33,1497.999,13406.33,8413,1067.469743,,,,,,,,,
588,0.91,Very Good,3,I,VS2,5,5131.13,1539.339,13544.13,8413,1205.269743,,,,,,,,,
684,0.91,Very Good,3,F,SI1,3,4223.13,1266.939,12636.13,8413,297.2697432,,,,,,,,,
859,0.91,Good,2,G,VS2,5,4973.03,1491.909,13386.03,8413,1047.169743,,,,,,,,,
1077,0.91,Very Good,3,H,VS2,5,5131.13,1539.339,13544.13,8413,1205.269743,,,,,,,,,
1091,0.91,Ideal,5,G,VS1,4,4993.33,1497.999,13406.33,8413,1067.469743,,,,,,,,,
1187,0.91,Ideal,5,G,SI2,2,4085.33,1225.599,12498.33,8413,159.4697432,,,,,,,,,
1707,0.91,Fair,1,H,SI2,2,3452.93,1035.879,11865.93,8413,-472.9302568,,,,,,,,,
1935,0.91,Good,2,E,VS2,5,4973.03,1491.909,13386.03,8413,1047.169743,,,,,,,,,
1937,0.91,Premium,4,F,SI2,2,3927.23,1178.169,12340.23,8413,1.369743233,,,,,,,,,
2093,0.91,Very Good,3,D,SI2,2,3769.13,1130.739,12182.13,8413,-156.7302568,,,,,,,,,
2129,0.91,Premium,4,E,SI1,3,4381.23,1314.369,12794.23,8413,455.3697432,,,,,,,,,
2312,0.91,Very Good,3,E,SI2,2,3769.13,1130.739,12182.13,8413,-156.7302568,,,,,,,,,
2502,0.91,Premium,4,F,VS2,5,5289.23,1586.769,13702.23,8413,1363.369743,,,,,,,,,
2515,0.91,Premium,4,H,VS2,5,5289.23,1586.769,13702.23,8413,1363.369743,,,,,,,,,
2736,0.91,Very Good,3,F,SI1,3,4223.13,1266.939,12636.13,8413,297.2697432,,,,,,,,,
2757,0.91,Very Good,3,H,VS2,5,5131.13,1539.339,13544.13,8413,1205.269743,,,,,,,,,
2772,0.91,Premium,4,F,SI2,2,3927.23,1178.169,12340.23,8413,1.369743233,,,,,,,,,
84,0.92,Premium,4,G,SI2,2,4011.36,1203.408,12424.36,8413,354.1690869,,,,,,,,,
108,0.92,Ideal,5,H,VS1,4,5077.46,1523.238,13490.46,8413,1420.269087,,,,,,,,,
469,0.92,Good,2,D,SI2,2,3695.16,1108.548,12108.16,8413,37.96908686,,,,,,,,,
1369,0.92,Good,2,D,SI1,3,4149.16,1244.748,12562.16,8413,491.9690869,,,,,,,,,
1506,0.92,Very Good,3,D,SI1,3,4307.26,1292.178,12720.26,8413,650.0690869,,,,,,,,,
1658,0.92,Ideal,5,E,SI1,3,4623.46,1387.038,13036.46,8413,966.2690869,,,,,,,,,
1798,0.92,Very Good,3,F,SI1,3,4307.26,1292.178,12720.26,8413,650.0690869,,,,,,,,,
1941,0.92,Good,2,E,SI1,3,4149.16,1244.748,12562.16,8413,491.9690869,,,,,,,,,
1959,0.92,Ideal,5,G,VS2,5,5531.46,1659.438,13944.46,8413,1874.269087,,,,,,,,,
1967,0.92,Premium,4,F,SI2,2,4011.36,1203.408,12424.36,8413,354.1690869,,,,,,,,,
2026,0.92,Premium,4,J,VS2,5,5373.36,1612.008,13786.36,8413,1716.169087,,,,,,,,,
2167,0.92,Good,2,H,VS1,4,4603.16,1380.948,13016.16,8413,945.9690869,,,,,,,,,
2651,0.92,Premium,4,F,SI2,2,4011.36,1203.408,12424.36,8413,354.1690869,,,,,,,,,
2707,0.92,Ideal,5,E,SI2,2,4169.46,1250.838,12582.46,8413,512.2690869,,,,,,,,,
2759,0.92,Very Good,3,D,SI1,3,4307.26,1292.178,12720.26,8413,650.0690869,,,,,,,,,
749,0.93,Good,2,G,SI2,2,3779.29,1133.787,12192.29,8413,424.1379711,,,,,,,,,
796,0.93,Very Good,3,I,VS2,5,5299.39,1589.817,13712.39,8413,1944.237971,,,,,,,,,
1414,0.93,Good,2,G,SI1,3,4233.29,1269.987,12646.29,8413,878.1379711,,,,,,,,,
1693,0.93,Ideal,5,D,SI2,2,4253.59,1276.077,12666.59,8413,898.4379711,,,,,,,,,
2380,0.93,Premium,4,G,VS2,5,5457.49,1637.247,13870.49,8413,2102.337971,,,,,,,,,
2988,0.93,Very Good,3,F,VS2,5,5299.39,1589.817,13712.39,8413,1944.237971,,,,,,,,,
688,0.94,Very Good,3,F,SI2,2,4021.52,1206.456,12434.52,8413,1004.932655,,,,,,,,,
826,0.94,Premium,4,E,SI1,3,4633.62,1390.086,13046.62,8413,1617.032655,,,,,,,,,
1092,0.94,Very Good,3,D,SI2,2,4021.52,1206.456,12434.52,8413,1004.932655,,,,,,,,,
1229,0.94,Ideal,5,F,I1,1,3883.72,1165.116,12296.72,8413,867.1326554,,,,,,,,,
1313,0.94,Ideal,5,F,SI2,2,4337.72,1301.316,12750.72,8413,1321.132655,,,,,,,,,
1644,0.94,Very Good,3,D,SI1,3,4475.52,1342.656,12888.52,8413,1458.932655,,,,,,,,,
1662,0.94,Ideal,5,D,SI2,2,4337.72,1301.316,12750.72,8413,1321.132655,,,,,,,,,
1784,0.94,Ideal,5,D,SI1,3,4791.72,1437.516,13204.72,8413,1775.132655,,,,,,,,,
145,0.95,Premium,4,E,SI2,2,4263.75,1279.125,12676.75,8413,1625.707934,,,,,,,,,
666,0.95,Ideal,5,H,SI1,3,4875.85,1462.755,13288.85,8413,2237.807934,,,,,,,,,
803,0.95,Very Good,3,E,SI2,2,4105.65,1231.695,12518.65,8413,1467.607934,,,,,,,,,
1168,0.95,Very Good,3,G,VS1,4,5013.65,1504.095,13426.65,8413,2375.607934,,,,,,,,,
1355,0.95,Fair,1,J,SI1,3,4243.45,1273.035,12656.45,8413,1605.407934,,,,,,,,,
1579,0.95,Ideal,5,G,VS2,5,5783.85,1735.155,14196.85,8413,3145.807934,,,,,,,,,
1699,0.95,Premium,4,G,SI2,2,4263.75,1279.125,12676.75,8413,1625.707934,,,,,,,,,
1805,0.95,Ideal,5,E,SI2,2,4421.85,1326.555,12834.85,8413,1783.807934,,,,,,,,,
2484,0.95,Good,2,I,SI2,2,3947.55,1184.265,12360.55,8413,1309.507934,,,,,,,,,
2700,0.95,Good,2,G,VVS2,6,5763.55,1729.065,14176.55,8413,3125.507934,,,,,,,,,
2936,0.95,Very Good,3,J,VVS2,6,5921.65,1776.495,14334.65,8413,3283.607934,,,,,,,,,
883,0.96,Fair,1,F,SI2,2,3873.58,1162.074,12286.58,8413,1657.845373,,,,,,,,,
1161,0.96,Very Good,3,E,VS2,5,5551.78,1665.534,13964.78,8413,3336.045373,,,,,,,,,
1734,0.97,Premium,4,D,SI1,3,4886.01,1465.803,13299.01,8413,3140.484218,,,,,,,,,
1763,0.97,Ideal,5,I,I1,1,4136.11,1240.833,12549.11,8413,2390.584218,,,,,,,,,
38,1,Premium,4,F,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
40,1,Good,2,J,SI1,3,4822.2,1446.66,13235.2,8413,4822.2,,,,,,,,,
85,1,Fair,1,E,SI2,2,4210.1,1263.03,12623.1,8413,4210.1,,,,,,,,,
110,1,Premium,4,E,SI2,2,4684.4,1405.32,13097.4,8413,4684.4,,,,,,,,,
112,1,Ideal,5,E,SI1,3,5296.5,1588.95,13709.5,8413,5296.5,,,,,,,,,
121,1,Good,2,F,I1,1,3914.2,1174.26,12327.2,8413,3914.2,,,,,,,,,
141,1,Good,2,E,VVS2,6,6184.2,1855.26,14597.2,8413,6184.2,,,,,,,,,
191,1,Premium,4,D,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
195,1,Ideal,5,H,SI1,3,5296.5,1588.95,13709.5,8413,5296.5,,,,,,,,,
253,1,Premium,4,F,VS2,5,6046.4,1813.92,14459.4,8413,6046.4,,,,,,,,,
317,1,Ideal,5,J,VS1,4,5750.5,1725.15,14163.5,8413,5750.5,,,,,,,,,
329,1,Premium,4,H,SI2,2,4684.4,1405.32,13097.4,8413,4684.4,,,,,,,,,
387,1,Very Good,3,D,VS2,5,5888.3,1766.49,14301.3,8413,5888.3,,,,,,,,,
397,1,Very Good,3,F,VS2,5,5888.3,1766.49,14301.3,8413,5888.3,,,,,,,,,
491,1,Good,2,G,VS2,5,5730.2,1719.06,14143.2,8413,5730.2,,,,,,,,,
513,1,Ideal,5,D,SI1,3,5296.5,1588.95,13709.5,8413,5296.5,,,,,,,,,
544,1,Ideal,5,H,I1,1,4388.5,1316.55,12801.5,8413,4388.5,,,,,,,,,
553,1,Ideal,5,G,SI1,3,5296.5,1588.95,13709.5,8413,5296.5,,,,,,,,,
554,1,Ideal,5,E,SI1,3,5296.5,1588.95,13709.5,8413,5296.5,,,,,,,,,
589,1,Ideal,5,I,VS2,5,6204.5,1861.35,14617.5,8413,6204.5,,,,,,,,,
602,1,Premium,4,I,VS1,4,5592.4,1677.72,14005.4,8413,5592.4,,,,,,,,,
610,1,Very Good,3,H,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
682,1,Very Good,3,E,VVS2,6,6342.3,1902.69,14755.3,8413,6342.3,,,,,,,,,
692,1,Good,2,E,SI1,3,4822.2,1446.66,13235.2,8413,4822.2,,,,,,,,,
748,1,Very Good,3,G,VS2,5,5888.3,1766.49,14301.3,8413,5888.3,,,,,,,,,
765,1,Very Good,3,I,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
787,1,Premium,4,E,VS1,4,5592.4,1677.72,14005.4,8413,5592.4,,,,,,,,,
806,1,Very Good,3,D,SI1,3,4980.3,1494.09,13393.3,8413,4980.3,,,,,,,,,
822,1,Premium,4,G,I1,1,4230.4,1269.12,12643.4,8413,4230.4,,,,,,,,,
836,1,Fair,1,I,VS1,4,5118.1,1535.43,13531.1,8413,5118.1,,,,,,,,,
842,1,Very Good,3,E,IF,8,7250.3,2175.09,15663.3,8413,7250.3,,,,,,,,,
869,1,Very Good,3,F,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
911,1,Very Good,3,D,SI1,3,4980.3,1494.09,13393.3,8413,4980.3,,,,,,,,,
915,1,Very Good,3,F,SI1,3,4980.3,1494.09,13393.3,8413,4980.3,,,,,,,,,
928,1,Very Good,3,F,IF,8,7250.3,2175.09,15663.3,8413,7250.3,,,,,,,,,
967,1,Very Good,3,F,VS1,4,5434.3,1630.29,13847.3,8413,5434.3,,,,,,,,,
1010,1,Good,2,G,SI1,3,4822.2,1446.66,13235.2,8413,4822.2,,,,,,,,,
1040,1,Ideal,5,H,SI2,2,4842.5,1452.75,13255.5,8413,4842.5,,,,,,,,,
1103,1,Premium,4,I,VS1,4,5592.4,1677.72,14005.4,8413,5592.4,,,,,,,,,
1156,1,Good,2,F,SI1,3,4822.2,1446.66,13235.2,8413,4822.2,,,,,,,,,
1180,1,Good,2,E,VVS2,6,6184.2,1855.26,14597.2,8413,6184.2,,,,,,,,,
1190,1,Premium,4,I,SI2,2,4684.4,1405.32,13097.4,8413,4684.4,,,,,,,,,
1200,1,Very Good,3,F,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
1420,1,Very Good,3,E,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
1422,1,Premium,4,H,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
1429,1,Premium,4,F,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
1458,1,Good,2,E,VS2,5,5730.2,1719.06,14143.2,8413,5730.2,,,,,,,,,
1464,1,Very Good,3,J,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
1517,1,Very Good,3,E,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
1566,1,Good,2,G,SI1,3,4822.2,1446.66,13235.2,8413,4822.2,,,,,,,,,
1576,1,Ideal,5,H,SI2,2,4842.5,1452.75,13255.5,8413,4842.5,,,,,,,,,
1591,1,Premium,4,E,VS2,5,6046.4,1813.92,14459.4,8413,6046.4,,,,,,,,,
1599,1,Premium,4,E,SI2,2,4684.4,1405.32,13097.4,8413,4684.4,,,,,,,,,
1608,1,Good,2,H,SI2,2,4368.2,1310.46,12781.2,8413,4368.2,,,,,,,,,
1626,1,Good,2,J,VS2,5,5730.2,1719.06,14143.2,8413,5730.2,,,,,,,,,
1630,1,Very Good,3,G,VVS2,6,6342.3,1902.69,14755.3,8413,6342.3,,,,,,,,,
1650,1,Ideal,5,G,VVS2,6,6658.5,1997.55,15071.5,8413,6658.5,,,,,,,,,
1656,1,Premium,4,F,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
1665,1,Ideal,5,G,VVS2,6,6658.5,1997.55,15071.5,8413,6658.5,,,,,,,,,
1690,1,Very Good,3,E,VS2,5,5888.3,1766.49,14301.3,8413,5888.3,,,,,,,,,
1758,1,Ideal,5,D,SI1,3,5296.5,1588.95,13709.5,8413,5296.5,,,,,,,,,
1826,1,Good,2,G,VS2,5,5730.2,1719.06,14143.2,8413,5730.2,,,,,,,,,
1868,1,Good,2,H,VVS2,6,6184.2,1855.26,14597.2,8413,6184.2,,,,,,,,,
1879,1,Very Good,3,G,SI1,3,4980.3,1494.09,13393.3,8413,4980.3,,,,,,,,,
2031,1,Good,2,E,SI2,2,4368.2,1310.46,12781.2,8413,4368.2,,,,,,,,,
2068,1,Good,2,D,SI1,3,4822.2,1446.66,13235.2,8413,4822.2,,,,,,,,,
2071,1,Very Good,3,I,VS1,4,5434.3,1630.29,13847.3,8413,5434.3,,,,,,,,,
2120,1,Good,2,F,SI1,3,4822.2,1446.66,13235.2,8413,4822.2,,,,,,,,,
2124,1,Good,2,D,VS2,5,5730.2,1719.06,14143.2,8413,5730.2,,,,,,,,,
2136,1,Premium,4,H,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
2159,1,Premium,4,E,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
2162,1,Ideal,5,D,SI1,3,5296.5,1588.95,13709.5,8413,5296.5,,,,,,,,,
2165,1,Very Good,3,F,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
2190,1,Very Good,3,E,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
2206,1,Good,2,H,VS1,4,5276.2,1582.86,13689.2,8413,5276.2,,,,,,,,,
2282,1,Ideal,5,I,SI2,2,4842.5,1452.75,13255.5,8413,4842.5,,,,,,,,,
2306,1,Very Good,3,D,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
2332,1,Very Good,3,F,SI1,3,4980.3,1494.09,13393.3,8413,4980.3,,,,,,,,,
2423,1,Premium,4,H,SI2,2,4684.4,1405.32,13097.4,8413,4684.4,,,,,,,,,
2425,1,Very Good,3,H,SI1,3,4980.3,1494.09,13393.3,8413,4980.3,,,,,,,,,
2458,1,Good,2,E,SI2,2,4368.2,1310.46,12781.2,8413,4368.2,,,,,,,,,
2496,1,Ideal,5,G,SI1,3,5296.5,1588.95,13709.5,8413,5296.5,,,,,,,,,
2546,1,Fair,1,E,SI2,2,4210.1,1263.03,12623.1,8413,4210.1,,,,,,,,,
2557,1,Premium,4,G,VS1,4,5592.4,1677.72,14005.4,8413,5592.4,,,,,,,,,
2568,1,Premium,4,E,VVS2,6,6500.4,1950.12,14913.4,8413,6500.4,,,,,,,,,
2669,1,Premium,4,F,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
2679,1,Premium,4,J,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
2737,1,Very Good,3,E,VS2,5,5888.3,1766.49,14301.3,8413,5888.3,,,,,,,,,
2746,1,Very Good,3,F,IF,8,7250.3,2175.09,15663.3,8413,7250.3,,,,,,,,,
2768,1,Premium,4,F,VS2,5,6046.4,1813.92,14459.4,8413,6046.4,,,,,,,,,
2798,1,Premium,4,D,SI1,3,5138.4,1541.52,13551.4,8413,5138.4,,,,,,,,,
2831,1,Ideal,5,E,SI1,3,5296.5,1588.95,13709.5,8413,5296.5,,,,,,,,,
2887,1,Very Good,3,H,SI2,2,4526.3,1357.89,12939.3,8413,4526.3,,,,,,,,,
2947,1,Premium,4,G,SI2,2,4684.4,1405.32,13097.4,8413,4684.4,,,,,,,,,
2955,1,Very Good,3,G,VS2,5,5888.3,1766.49,14301.3,8413,5888.3,,,,,,,,,
2971,1,Premium,4,F,VS2,5,6046.4,1813.92,14459.4,8413,6046.4,,,,,,,,,
2,1.01,Good,2,G,VS2,5,5814.33,1744.299,14227.33,8413,6525.943956,,,,,,,,,
4,1.01,Ideal,5,D,SI2,2,4926.63,1477.989,13339.63,8413,5638.243956,,,,,,,,,
7,1.01,Premium,4,F,SI1,3,5222.53,1566.759,13635.53,8413,5934.143956,,,,,,,,,
9,1.01,Good,2,E,SI1,3,4906.33,1471.899,13319.33,8413,5617.943956,,,,,,,,,
15,1.01,Good,2,F,VS2,5,5814.33,1744.299,14227.33,8413,6525.943956,,,,,,,,,
32,1.01,Ideal,5,F,SI2,2,4926.63,1477.989,13339.63,8413,5638.243956,,,,,,,,,
64,1.01,Premium,4,H,SI2,2,4768.53,1430.559,13181.53,8413,5480.143956,,,,,,,,,
100,1.01,Very Good,3,E,VS1,4,5518.43,1655.529,13931.43,8413,6230.043956,,,,,,,,,
138,1.01,Very Good,3,F,SI2,2,4610.43,1383.129,13023.43,8413,5322.043956,,,,,,,,,
148,1.01,Very Good,3,H,VS2,5,5972.43,1791.729,14385.43,8413,6684.043956,,,,,,,,,
153,1.01,Premium,4,H,SI2,2,4768.53,1430.559,13181.53,8413,5480.143956,,,,,,,,,
156,1.01,Very Good,3,F,VS2,5,5972.43,1791.729,14385.43,8413,6684.043956,,,,,,,,,
217,1.01,Ideal,5,D,SI1,3,5380.63,1614.189,13793.63,8413,6092.243956,,,,,,,,,
223,1.01,Premium,4,G,SI2,2,4768.53,1430.559,13181.53,8413,5480.143956,,,,,,,,,
246,1.01,Very Good,3,H,VS1,4,5518.43,1655.529,13931.43,8413,6230.043956,,,,,,,,,
266,1.01,Good,2,H,SI2,2,4452.33,1335.699,12865.33,8413,5163.943956,,,,,,,,,
287,1.01,Premium,4,E,VS2,5,6130.53,1839.159,14543.53,8413,6842.143956,,,,,,,,,
322,1.01,Very Good,3,E,SI2,2,4610.43,1383.129,13023.43,8413,5322.043956,,,,,,,,,
349,1.01,Very Good,3,F,VVS1,7,6880.43,2064.129,15293.43,8413,7592.043956,,,,,,,,,
369,1.01,Very Good,3,H,SI1,3,5064.43,1519.329,13477.43,8413,5776.043956,,,,,,,,,
390,1.01,Ideal,5,F,SI2,2,4926.63,1477.989,13339.63,8413,5638.243956,,,,,,,,,
405,1.01,Very Good,3,F,VS1,4,5518.43,1655.529,13931.43,8413,6230.043956,,,,,,,,,
411,1.01,Ideal,5,G,VS2,5,6288.63,1886.589,14701.63,8413,7000.243956,,,,,,,,,
428,1.01,Fair,1,F,SI1,3,4748.23,1424.469,13161.23,8413,5459.843956,,,,,,,,,
458,1.01,Very Good,3,G,VS2,5,5972.43,1791.729,14385.43,8413,6684.043956,,,,,,,,,
495,1.01,Very Good,3,F,VS2,5,5972.43,1791.729,14385.43,8413,6684.043956,,,,,,,,,
504,1.01,Very Good,3,E,SI2,2,4610.43,1383.129,13023.43,8413,5322.043956,,,,,,,,,
580,1.01,Ideal,5,D,VVS2,6,6742.63,2022.789,15155.63,8413,7454.243956,,,,,,,,,
639,1.01,Ideal,5,H,SI1,3,5380.63,1614.189,13793.63,8413,6092.243956,,,,,,,,,
672,1.01,Very Good,3,G,VS2,5,5972.43,1791.729,14385.43,8413,6684.043956,,,,,,,,,
737,1.01,Ideal,5,G,VS2,5,6288.63,1886.589,14701.63,8413,7000.243956,,,,,,,,,
739,1.01,Premium,4,H,SI1,3,5222.53,1566.759,13635.53,8413,5934.143956,,,,,,,,,
752,1.01,Ideal,5,F,VS2,5,6288.63,1886.589,14701.63,8413,7000.243956,,,,,,,,,
759,1.01,Good,2,I,SI1,3,4906.33,1471.899,13319.33,8413,5617.943956,,,,,,,,,
828,1.01,Very Good,3,J,SI1,3,5064.43,1519.329,13477.43,8413,5776.043956,,,,,,,,,
905,1.01,Ideal,5,D,VS2,5,6288.63,1886.589,14701.63,8413,7000.243956,,,,,,,,,
936,1.01,Very Good,3,F,SI2,2,4610.43,1383.129,13023.43,8413,5322.043956,,,,,,,,,
938,1.01,Very Good,3,I,SI1,3,5064.43,1519.329,13477.43,8413,5776.043956,,,,,,,,,
947,1.01,Fair,1,G,VS1,4,5202.23,1560.669,13615.23,8413,5913.843956,,,,,,,,,
949,1.01,Premium,4,E,SI2,2,4768.53,1430.559,13181.53,8413,5480.143956,,,,,,,,,
979,1.01,Very Good,3,G,SI1,3,5064.43,1519.329,13477.43,8413,5776.043956,,,,,,,,,
988,1.01,Good,2,F,VS2,5,5814.33,1744.299,14227.33,8413,6525.943956,,,,,,,,,
994,1.01,Very Good,3,G,VS2,5,5972.43,1791.729,14385.43,8413,6684.043956,,,,,,,,,
1033,1.01,Premium,4,G,VS2,5,6130.53,1839.159,14543.53,8413,6842.143956,,,,,,,,,
1037,1.01,Ideal,5,E,VS2,5,6288.63,1886.589,14701.63,8413,7000.243956,,,,,,,,,
1082,1.01,Very Good,3,G,SI1,3,5064.43,1519.329,13477.43,8413,5776.043956,,,,,,,,,
1086,1.01,Very Good,3,F,SI2,2,4610.43,1383.129,13023.43,8413,5322.043956,,,,,,,,,
1098,1.01,Good,2,F,VS2,5,5814.33,1744.299,14227.33,8413,6525.943956,,,,,,,,,
1109,1.01,Ideal,5,F,VS1,4,5834.63,1750.389,14247.63,8413,6546.243956,,,,,,,,,
1135,1.01,Very Good,3,E,VS2,5,5972.43,1791.729,14385.43,8413,6684.043956,,,,,,,,,
1158,1.01,Ideal,5,E,SI1,3,5380.63,1614.189,13793.63,8413,6092.243956,,,,,,,,,
1238,1.01,Premium,4,D,SI1,3,5222.53,1566.759,13635.53,8413,5934.143956,,,,,,,,,
1241,1.01,Very Good,3,D,SI2,2,4610.43,1383.129,13023.43,8413,5322.043956,,,,,,,,,
1251,1.01,Very Good,3,G,VS1,4,5518.43,1655.529,13931.43,8413,6230.043956,,,,,,,,,
1269,1.01,Good,2,F,SI2,2,4452.33,1335.699,12865.33,8413,5163.943956,,,,,,,,,
1299,1.01,Ideal,5,G,VS2,5,6288.63,1886.589,14701.63,8413,7000.243956,,,,,,,,,
1325,1.01,Premium,4,F,VS2,5,6130.53,1839.159,14543.53,8413,6842.143956,,,,,,,,,
1345,1.01,Ideal,5,J,SI1,3,5380.63,1614.189,13793.63,8413,6092.243956,,,,,,,,,
1364,1.01,Very Good,3,E,SI1,3,5064.43,1519.329,13477.43,8413,5776.043956,,,,,,,,,
1365,1.01,Very Good,3,E,SI1,3,5064.43,1519.329,13477.43,8413,5776.043956,,,,,,,,,
1372,1.01,Ideal,5,H,SI1,3,5380.63,1614.189,13793.63,8413,6092.243956,,,,,,,,,
1381,1.01,Ideal,5,F,SI1,3,5380.63,1614.189,13793.63,8413,6092.243956,,,,,,,,,
1393,1.01,Premium,4,H,VS2,5,6130.53,1839.159,14543.53,8413,6842.143956,,,,,,,,,
